station_id,date,hour,day_of_week,is_weekend,demand,avg_energy,avg_power,avg_duration,avg_soc,station_num,rolling_demand_3h,rolling_demand_6h,rolling_demand_12h,demand_lag_1h,demand_lag_24h,is_morning_peak,is_evening_peak,hour_sin,hour_cos,dow_sin,dow_cos
ST01,2026-07-02,9,3,0,4,28.3,61.0,48.625,34.5,0,3.0,2.0,1.5,4.0,4.0,1,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,10,3,0,4,24.975,75.0,23.299999999999997,39.0,0,4.0,2.5,1.75,4.0,4.0,1,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,11,3,0,3,38.43333333333334,76.66666666666667,34.53333333333334,29.0,0,3.6666666666666665,2.8333333333333335,1.9166666666666667,4.0,3.0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,12,3,0,3,38.4,53.333333333333336,43.199999999999996,22.333333333333332,0,3.3333333333333335,3.1666666666666665,2.0833333333333335,3.0,3.0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,13,3,0,3,20.066666666666666,53.333333333333336,23.099999999999998,39.0,0,3.0,3.5,2.25,3.0,2.0,0,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,14,3,0,3,25.333333333333332,76.66666666666667,21.866666666666664,29.333333333333332,0,3.0,3.3333333333333335,2.4166666666666665,3.0,3.0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,15,3,0,3,23.7,86.66666666666667,19.633333333333336,42.666666666666664,0,3.0,3.1666666666666665,2.5833333333333335,3.0,3.0,0,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,16,3,0,3,33.800000000000004,74.0,43.23333333333333,29.0,0,3.0,3.0,2.75,3.0,2.0,0,0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,17,3,0,5,36.88,98.4,45.459999999999994,26.2,0,3.6666666666666665,3.3333333333333335,3.0833333333333335,3.0,5.0,0,1,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,18,3,0,5,30.660000000000004,60.8,52.2,27.0,0,4.333333333333333,3.6666666666666665,3.4166666666666665,5.0,5.0,0,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,19,3,0,5,23.4,92.0,20.4,32.6,0,5.0,4.0,3.75,5.0,5.0,0,1,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,20,3,0,5,35.32,55.2,70.56,29.4,0,5.0,4.333333333333333,3.8333333333333335,5.0,5.0,0,1,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,21,3,0,1,11.7,150.0,4.7,41.0,0,3.6666666666666665,4.0,3.5833333333333335,5.0,1.0,0,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,22,3,0,1,23.8,50.0,28.6,39.0,0,2.3333333333333335,3.6666666666666665,3.3333333333333335,1.0,1.0,0,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
ST01,2026-07-02,23,3,0,2,21.25,36.0,40.2,44.5,0,1.3333333333333333,3.1666666666666665,3.25,1.0,1.0,0,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419
ST01,2026-07-03,0,4,0,1,46.9,60.0,46.9,15.0,0,1.3333333333333333,2.5,3.0833333333333335,2.0,1.0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,1,4,0,1,28.6,120.0,14.3,14.0,0,1.3333333333333333,1.8333333333333333,2.9166666666666665,1.0,1.0,0,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,2,4,0,1,39.2,150.0,15.7,15.0,0,1.0,1.1666666666666667,2.75,1.0,1.0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,3,4,0,1,32.7,50.0,39.2,14.0,0,1.0,1.1666666666666667,2.5833333333333335,1.0,1.0,0,0,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,4,4,0,2,30.15,120.0,15.049999999999999,34.0,0,1.3333333333333333,1.3333333333333333,2.5,1.0,1.0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,5,4,0,1,31.6,60.0,31.6,36.0,0,1.3333333333333333,1.1666666666666667,2.1666666666666665,2.0,1.0,0,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,6,4,0,1,56.6,120.0,28.3,12.0,0,1.3333333333333333,1.1666666666666667,1.8333333333333333,1.0,1.0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,7,4,0,1,57.6,50.0,69.1,17.0,0,1.0,1.1666666666666667,1.5,1.0,1.0,0,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,8,4,0,4,23.675,68.0,32.45,43.0,0,2.0,1.6666666666666667,1.4166666666666667,1.0,4.0,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,9,4,0,4,30.075000000000003,102.5,22.45,30.0,0,3.0,2.1666666666666665,1.6666666666666667,4.0,4.0,1,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,10,4,0,4,23.575,80.5,30.325,40.5,0,4.0,2.5,1.9166666666666667,4.0,4.0,1,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,11,4,0,3,35.666666666666664,86.66666666666667,30.233333333333334,28.666666666666668,0,3.6666666666666665,2.8333333333333335,2.0,4.0,3.0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,12,4,0,3,33.233333333333334,120.0,19.833333333333332,21.666666666666668,0,3.3333333333333335,3.1666666666666665,2.1666666666666665,3.0,3.0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,13,4,0,2,30.45,22.0,83.05,29.0,0,2.6666666666666665,3.3333333333333335,2.25,3.0,3.0,0,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,14,4,0,3,46.46666666666667,40.666666666666664,76.23333333333333,21.333333333333332,0,2.6666666666666665,3.1666666666666665,2.4166666666666665,2.0,3.0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,15,4,0,2,27.200000000000003,36.0,53.35,36.5,0,2.3333333333333335,2.8333333333333335,2.5,3.0,3.0,0,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,16,4,0,2,32.5,85.0,32.9,26.5,0,2.3333333333333335,2.5,2.5,2.0,3.0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,17,4,0,5,40.160000000000004,66.0,42.44,24.4,0,3.0,2.8333333333333335,2.8333333333333335,2.0,5.0,0,1,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,18,4,0,5,19.72,49.2,36.18,43.6,0,4.0,3.1666666666666665,3.1666666666666665,5.0,5.0,0,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,19,4,0,5,28.059999999999995,106.4,29.360000000000003,34.4,0,5.0,3.6666666666666665,3.5,5.0,5.0,0,1,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,20,4,0,5,26.659999999999997,70.4,37.32,29.4,0,5.0,4.0,3.5833333333333335,5.0,5.0,0,1,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,21,4,0,1,46.5,60.0,46.5,29.0,0,3.6666666666666665,3.8333333333333335,3.3333333333333335,5.0,1.0,0,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,22,4,0,1,29.1,60.0,29.1,16.0,0,2.3333333333333335,3.6666666666666665,3.0833333333333335,1.0,1.0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
ST01,2026-07-03,23,4,0,2,24.0,36.0,47.7,41.0,0,1.3333333333333333,3.1666666666666665,3.0,1.0,2.0,0,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191
ST01,2026-07-04,0,5,1,1,36.5,60.0,36.5,29.0,0,1.3333333333333333,2.5,2.8333333333333335,2.0,1.0,0,0,0.0,1.0,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,1,5,1,1,31.3,60.0,31.3,21.0,0,1.3333333333333333,1.8333333333333333,2.75,1.0,1.0,0,0,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,2,5,1,2,25.75,85.0,23.55,27.0,0,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,1.0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,3,5,1,2,34.15,41.0,50.4,28.0,0,1.6666666666666667,1.5,2.6666666666666665,2.0,1.0,0,0,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,4,5,1,1,32.4,50.0,38.9,16.0,0,1.6666666666666667,1.5,2.5833333333333335,2.0,2.0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,5,5,1,2,40.85,41.0,74.6,14.5,0,1.6666666666666667,1.5,2.3333333333333335,1.0,1.0,0,0,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,6,5,1,2,27.6,135.0,12.7,44.5,0,1.6666666666666667,1.6666666666666667,2.0833333333333335,2.0,1.0,0,0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,7,5,1,1,39.5,22.0,107.7,45.0,0,1.6666666666666667,1.6666666666666667,1.75,2.0,1.0,0,0,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,8,5,1,2,36.5,150.0,14.600000000000001,13.0,0,1.6666666666666667,1.6666666666666667,1.5,1.0,4.0,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,9,5,1,1,18.1,50.0,21.7,36.0,0,1.3333333333333333,1.5,1.5,2.0,4.0,1,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,10,5,1,4,30.825000000000003,112.5,18.275,27.75,0,2.3333333333333335,2.0,1.75,1.0,4.0,1,0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,11,5,1,4,29.475,55.0,32.675000000000004,33.0,0,3.0,2.3333333333333335,1.9166666666666667,4.0,3.0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,12,5,1,4,36.85,97.5,24.525,28.5,0,4.0,2.6666666666666665,2.1666666666666665,4.0,3.0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,13,5,1,3,27.766666666666666,77.33333333333333,37.5,37.666666666666664,0,3.6666666666666665,3.0,2.3333333333333335,4.0,2.0,0,0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,14,5,1,4,33.300000000000004,95.5,44.7,34.5,0,3.6666666666666665,3.3333333333333335,2.5,3.0,3.0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,15,5,1,3,35.53333333333333,40.666666666666664,57.13333333333333,28.666666666666668,0,3.3333333333333335,3.6666666666666665,2.5833333333333335,4.0,2.0,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,16,5,1,4,31.65,95.0,23.925,37.75,0,3.6666666666666665,3.6666666666666665,2.8333333333333335,3.0,2.0,0,0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,17,5,1,3,30.03333333333333,120.0,17.3,25.666666666666668,0,3.3333333333333335,3.5,2.9166666666666665,4.0,5.0,0,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,18,5,1,3,36.266666666666666,116.66666666666667,30.099999999999998,25.333333333333332,0,3.3333333333333335,3.3333333333333335,3.0,3.0,5.0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,19,5,1,4,28.625,48.0,45.35,31.0,0,3.3333333333333335,3.5,3.25,3.0,5.0,0,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,20,5,1,2,32.3,55.0,34.4,29.5,0,3.0,3.1666666666666665,3.25,4.0,5.0,0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,21,5,1,2,38.5,50.0,46.2,28.0,0,2.6666666666666665,3.0,3.3333333333333335,2.0,1.0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,22,5,1,1,45.0,150.0,18.0,17.0,0,1.6666666666666667,2.5,3.0833333333333335,2.0,1.0,0,0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-04,23,5,1,1,28.6,60.0,28.6,24.0,0,1.3333333333333333,2.1666666666666665,2.8333333333333335,1.0,2.0,0,0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146
ST01,2026-07-05,0,6,1,1,21.6,60.0,21.6,34.0,0,1.0,1.8333333333333333,2.5833333333333335,1.0,1.0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,1,6,1,2,29.6,135.0,13.6,17.0,0,1.3333333333333333,1.5,2.5,1.0,1.0,0,0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,2,6,1,1,25.2,50.0,30.2,44.0,0,1.3333333333333333,1.3333333333333333,2.25,2.0,2.0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,3,6,1,2,32.55,100.0,24.65,19.5,0,1.6666666666666667,1.3333333333333333,2.1666666666666665,1.0,2.0,0,0,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,4,6,1,1,53.2,22.0,145.1,13.0,0,1.3333333333333333,1.3333333333333333,1.9166666666666667,2.0,1.0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,5,6,1,2,39.0,55.0,43.5,24.0,0,1.6666666666666667,1.5,1.8333333333333333,1.0,2.0,0,0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,6,6,1,1,19.2,50.0,23.0,50.0,0,1.3333333333333333,1.5,1.6666666666666667,2.0,2.0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,7,6,1,2,34.2,22.0,93.30000000000001,36.5,0,1.6666666666666667,1.5,1.5,1.0,1.0,0,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,8,6,1,2,29.2,86.0,50.7,37.5,0,1.6666666666666667,1.6666666666666667,1.5,2.0,2.0,1,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,9,6,1,2,28.2,60.0,28.2,23.0,0,2.0,1.6666666666666667,1.5,2.0,1.0,1,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,10,6,1,4,29.1,78.5,48.025,33.25,0,2.6666666666666665,2.1666666666666665,1.75,2.0,4.0,1,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,11,6,1,4,32.35,63.0,40.599999999999994,29.0,0,3.3333333333333335,2.5,2.0,4.0,4.0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,12,6,1,4,28.425,80.0,25.5,29.0,0,4.0,3.0,2.25,4.0,4.0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,13,6,1,4,29.9,103.0,29.325,25.25,0,4.0,3.3333333333333335,2.4166666666666665,4.0,3.0,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,14,6,1,3,39.06666666666666,77.33333333333333,60.833333333333336,26.666666666666668,0,3.6666666666666665,3.5,2.5833333333333335,4.0,4.0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,15,6,1,3,29.733333333333334,120.0,19.900000000000002,35.333333333333336,0,3.3333333333333335,3.6666666666666665,2.6666666666666665,3.0,3.0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,16,6,1,3,29.0,86.66666666666667,24.933333333333334,32.0,0,3.0,3.5,2.8333333333333335,3.0,4.0,0,0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,17,6,1,3,35.63333333333333,100.0,26.833333333333332,29.333333333333332,0,3.0,3.3333333333333335,2.9166666666666665,3.0,3.0,0,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,18,6,1,3,38.86666666666667,90.0,27.733333333333334,16.666666666666668,0,3.0,3.1666666666666665,3.0833333333333335,3.0,3.0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,19,6,1,3,29.266666666666666,47.333333333333336,36.333333333333336,37.333333333333336,0,3.0,3.0,3.1666666666666665,3.0,4.0,0,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,20,6,1,2,28.35,100.0,26.5,27.0,0,2.6666666666666665,2.8333333333333335,3.1666666666666665,3.0,2.0,0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,21,6,1,2,21.6,85.0,19.1,43.5,0,2.3333333333333335,2.6666666666666665,3.1666666666666665,2.0,2.0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,22,6,1,1,37.9,150.0,15.2,21.0,0,1.6666666666666667,2.3333333333333335,2.9166666666666665,2.0,1.0,0,0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
ST01,2026-07-05,23,6,1,2,31.85,150.0,12.75,31.5,0,1.6666666666666667,2.1666666666666665,2.75,1.0,1.0,0,0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334
ST01,2026-07-06,0,0,0,1,29.0,60.0,29.0,18.0,0,1.3333333333333333,1.8333333333333333,2.5,2.0,1.0,0,0,0.0,1.0,0.0,1.0
ST01,2026-07-06,1,0,0,2,35.650000000000006,85.0,27.3,26.5,0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,2.0,0,0,0.25881904510252074,0.9659258262890683,0.0,1.0
ST01,2026-07-06,2,0,0,1,48.2,120.0,24.1,28.0,0,1.3333333333333333,1.5,2.1666666666666665,2.0,1.0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
ST01,2026-07-06,3,0,0,1,34.9,22.0,95.2,21.0,0,1.3333333333333333,1.3333333333333333,2.0,1.0,2.0,0,0,0.7071067811865476,0.7071067811865476,0.0,1.0
ST01,2026-07-06,4,0,0,1,38.0,150.0,15.2,34.0,0,1.0,1.3333333333333333,1.8333333333333333,1.0,1.0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
